att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v1,8053,1,29174,55,5483,0.663,6397,34,0.9, class1
v3,8063,0,29563,31,1262,0.706,5513,65,0.42, class1
v2,7824,1,29443,32,5286,0.662,5351,29,0.89, class2
v1,8100,0,29317,72,5338,0.622,4883,56,0.5, class1
v3,7525,0,29621,30,5321,0.842,4270,31,0.48, class1
v3,7580,2,29329,38,5016,0.658,6736,45,0.48, class1
v2,7894,2,17530,69,5112,0.413,6338,33,0.62, class1
v1,7813,0,,60,5047,0.685,3167,63,0.74, class2
v2,7944,2,25124,36,3182,0.869,3661,15,0.49, class1
v1,8012,0,29486,32,2126,0.687,5586,20,0.41, class1
v3,7550,1,29609,46,1494,0.912,4766,29,0.64, class1
v3,7948,1,21092,62,1381,0.609,6871,65,0.41, class1
v3,8192,0,29762,55,1249,0.64,7178,16,0.74, class1
v3,7913,2,29113,26,5632,0.815,3808,66,0.72, class1
v1,8152,2,18533,44,5222,0.777,5246,41,0.66, class1
v2,7541,2,29734,50,5695,0.638,5413,17,0.47, class1
v3,,0,19458,35,1494,0.452,5962,62,0.46, class2
v3,7947,0,25138,43,1226,0.439,7246,32,0.45, class2
v2,7762,2,28606,48,1273,0.905,6455,60,0.39, class2
v2,7925,1,27411,72,5699,0.729,7104,56,0.75, class1
v2,7949,0,29078,43,5667,0.902,3438,30,0.39, class2
v2,7947,0,28405,37,3999,0.847,4186,56,0.67, class1
v3,7896,2,29579,26,5606,0.685,4093,14,0.84, class1
v1,8125,2,28673,29,1199,0.769,5300,29,0.4, class2
v1,7986,0,29636,40,5323,0.643,4368,51,0.41, class2
v3,7663,0,28919,53,5236,0.682,6320,57,0.54, class2
v1,7920,0,28872,56,1994,0.697,5928,28,0.64, class1
v3,7944,0,,41,1662,0.899,5868,31,0.43, class1
v3,7511,1,17374,34,2449,0.677,6994,16,0.88, class1
v2,7914,2,17866,72,3182,0.668,6645,57,0.74, class1
v2,7815,0,28579,59,3578,0.646,4698,48,0.52, class1
v2,7905,0,25487,71,1217,0.877,3213,41,0.48, class2
v3,7546,0,29352,71,4300,0.88,3864,34,0.43, class2
v1,7635,1,22472,62,5042,0.647,6362,34,0.68, class1
v1,7950,2,27184,38,1272,0.907,5273,57,0.71, class2
v3,7797,0,23625,52,1395,0.615,5772,31,0.66, class1
v3,7858,2,29111,48,1480,0.423,6930,12,0.4, class1
v3,7999,0,29727,72,5604,0.484,3199,18,0.88, class2
v2,7950,2,27667,69,5139,0.861,3257,15,0.51, class1
v3,7548,1,23168,52,1440,0.883,7128,56,0.52, class2
v1,7737,1,24213,60,1871,0.914,7141,13,0.69, class1
v2,7562,2,21894,38,5025,0.75,7015,23,0.9, class1
v2,7762,1,26820,52,4910,0.619,3646,49,0.43, class1
v1,8031,2,29425,72,5463,0.726,3943,20,0.4, class1
v2,8030,1,29745,29,5621,0.846,4859,33,0.58, class1
v2,7844,0,19494,61,4975,0.852,4761,48,0.59, class1
v3,7545,1,29756,53,1366,0.644,5744,61,0.63, class1
v3,7872,2,28182,32,1231,0.906,4523,51,0.61, class1
v2,7543,0,28232,27,5128,0.907,3285,31,0.45, class2
v2,7937,0,29465,71,4823,0.464,3429,61,0.88, class1
v3,8132,0,28711,42,5638,0.876,4312,31,0.89, class1
v3,8184,1,20309,52,1751,0.878,4074,13,0.77, class2
v2,7947,2,29097,72,5649,0.903,6473,56,0.4, class2
v3,8140,0,25896,72,5442,0.909,5379,23,0.9, class2
v3,7525,2,25827,64,4318,0.865,6273,35,0.39, class2
v1,7859,2,29610,71,5602,0.611,5147,56,0.54, class1
v1,7572,0,29342,54,4925,0.896,6998,18,0.62, class1
v2,7951,0,25277,56,1543,0.91,6577,13,0.64, class1
v2,8187,1,28366,72,1414,0.602,4491,14,0.66, class1
v3,7579,0,29666,44,5462,0.875,4853,39,0.87, class2
v2,8112,1,,72,1433,0.877,6671,30,0.59, class1
v3,8068,2,29100,71,5424,0.892,5952,23,0.89, class1
v1,7947,2,29661,34,1269,0.688,5237,15,0.54, class1
v3,7947,0,22148,71,5433,0.914,3714,57,0.61, class1
v1,7552,1,29470,43,5389,0.542,4975,44,0.59, class1
v1,8046,1,27160,60,5575,0.641,4379,25,0.6, class1
v2,7536,0,29378,59,5280,0.866,5571,31,0.61, class1
v2,8166,0,28676,34,5509,0.887,5990,33,0.63, class1
v2,7558,0,,36,5021,0.883,5605,60,0.72, class2
v2,7769,0,22074,56,5029,0.871,3519,26,0.41, class1
v2,7848,1,29458,55,5464,0.665,4217,14,0.7, class1
v2,7913,0,29396,31,2415,0.825,6167,56,0.51, class1
v2,7794,1,28691,38,5056,0.728,6503,19,0.66, class1
v3,7891,2,29607,33,5491,0.457,6746,65,0.63, class1
v1,7913,1,29729,37,5600,0.822,5797,65,0.66, class2
v1,7842,0,29376,31,3739,0.618,5257,32,0.67, class1
v3,7689,2,29375,38,5688,0.651,7236,56,0.75, class1
v3,8023,0,27624,50,5455,0.425,5338,17,0.62, class1
v2,7818,1,22232,72,5313,0.911,6713,56,0.9, class1
v2,8020,0,28490,32,3397,0.449,3860,53,0.89, class2
v1,7520,0,29775,43,5585,0.406,4938,53,0.66, class1
v3,8012,0,18230,71,1274,0.741,4590,51,0.58, class1
v1,7950,0,25887,57,1407,0.644,7348,18,0.61, class1
v2,7821,1,19851,72,5579,0.644,4281,56,0.88, class2
v1,8058,1,19268,34,5009,0.875,6335,56,0.9, class1
v2,7935,0,29028,40,1324,0.554,7235,16,0.9, class2
v2,7763,2,20402,38,1337,0.651,6499,33,0.48, class1
v3,7576,1,29391,72,1444,0.87,6566,14,0.61, class1
v2,7721,0,29733,34,1816,0.672,6511,57,0.9, class1
v2,7687,0,25567,59,5465,0.912,5496,26,0.72, class1
v1,7948,0,26153,47,5158,0.639,4828,37,0.68, class1
v3,7559,0,29681,58,1488,0.474,7213,37,0.63, class1
v2,7949,0,27941,72,1547,0.648,7212,18,0.41, class2
v3,8086,0,18760,28,5698,0.904,3454,56,0.5, class2
v1,7948,2,28825,72,4256,0.644,5166,15,0.88, class1
v3,7569,2,27012,71,4939,0.7,3843,19,0.4, class1
v2,7825,1,27152,39,1544,0.559,5434,56,0.46, class1
v2,7673,0,27032,33,4721,0.874,6437,39,0.7, class1
v3,7626,2,29234,39,5387,0.644,4725,62,0.6, class1
v3,7763,1,,47,4931,0.861,3720,25,0.88, class1
v1,7677,2,27684,72,2404,0.475,3946,46,0.39, class2
v3,7783,0,25955,50,5709,0.593,5450,57,0.8, class2
v1,7539,0,20501,69,5701,0.689,5924,14,0.52, class1
v1,7913,0,27952,71,5271,0.732,7215,17,0.61, class2
v1,7738,1,23015,53,5006,0.546,3628,19,0.6, class2
v1,7763,1,29343,35,2789,0.634,3931,49,0.73, class1
v3,7535,2,29444,37,1210,0.66,6763,57,0.59, class1
v1,7951,2,28360,44,1184,0.883,5273,39,0.45, class1
v3,7947,0,26839,69,1929,0.689,5898,15,0.87, class1
v1,7971,2,26818,35,4065,0.906,5541,34,0.39, class1
v1,7660,0,29515,42,1374,0.672,4673,52,0.61, class1
v3,7842,1,26584,37,1522,0.864,4796,32,0.53, class1
v3,7642,0,29085,33,1465,0.682,5701,38,0.4, class2
v2,7816,1,29776,67,4634,0.456,6183,38,0.87, class1
v2,7514,2,,41,2813,0.685,4218,47,0.54, class1
v1,7706,0,28939,30,5237,0.747,6853,66,0.9, class2
v3,7920,0,23415,26,1990,0.838,5099,23,0.52, class1
v1,8138,0,23794,34,1994,0.715,5775,36,0.88, class1
v3,7951,0,24536,54,5461,0.647,6798,53,0.63, class1
v3,8138,1,29586,44,1480,0.772,6516,60,0.74, class2
v3,8173,1,28299,29,1315,0.858,7301,34,0.39, class2
v1,7861,2,28003,71,5672,0.576,6073,28,0.82, class1
v1,7837,2,28338,50,4672,0.882,7145,15,0.46, class2
v1,7951,0,26634,26,1310,0.64,6515,32,0.51, class2
v3,7746,1,26196,31,5144,0.638,3465,65,0.71, class2
v2,7911,1,,56,5456,0.888,4750,12,0.42, class2
v2,7948,0,29496,35,5287,0.445,5421,33,0.48, class1
v1,8173,2,29523,33,1175,0.876,5739,65,0.74, class1
v3,7911,0,24623,54,5572,0.542,5523,27,0.42, class1
v3,7642,2,24243,65,1304,0.84,3412,63,0.39, class2
v1,7943,1,26980,52,1203,0.906,5426,40,0.61, class2
v3,8184,0,17652,32,5080,0.648,5317,66,0.81, class2
v1,8075,0,17020,45,1208,0.912,5822,29,0.41, class1
v3,8134,2,19141,54,5501,0.651,4995,29,0.42, class1
v2,7865,0,25652,56,1385,0.875,4767,15,0.48, class2
v2,7810,1,26106,55,5442,0.719,6031,34,0.63, class1
v2,7750,0,25117,30,5576,0.906,6127,49,0.69, class1
v3,,0,25843,32,3400,0.642,5698,59,0.88, class1
v3,7907,2,27056,36,4681,0.524,4258,58,0.41, class1
v2,7948,1,27824,72,4936,0.641,5353,62,0.57, class1
v1,7810,0,,36,1257,0.906,6459,34,0.43, class1
v1,7981,1,20889,48,1283,0.451,5202,31,0.45, class1
v2,7973,2,26258,72,4848,0.687,5771,22,0.84, class1
v3,8055,1,25533,34,5493,0.866,6251,39,0.63, class2
v1,7919,0,27079,27,1188,0.844,3622,30,0.48, class2
v2,7886,1,24214,34,1487,0.841,7329,32,0.41, class2
v2,8160,2,28570,32,3159,0.874,6780,21,0.79, class1
v1,7891,0,29664,64,5026,0.741,6417,24,0.76, class1
v2,7705,1,19549,56,5417,0.807,7294,19,0.62, class1
v1,7950,0,27349,39,5547,0.869,5178,14,0.9, class1
v1,7836,0,21899,39,1428,0.876,6932,38,0.82, class1
v2,7965,0,29423,33,5311,0.677,6321,25,0.57, class1
v1,7906,1,29417,72,2654,0.872,3160,39,0.75, class1
v3,7717,1,21173,32,5706,0.902,6116,33,0.69, class1
v3,7949,0,29447,42,5648,0.857,4429,57,0.81, class1
v3,7889,0,28574,41,5073,0.416,5574,23,0.59, class1
v1,8179,2,26951,42,5455,0.893,3865,26,0.87, class1
v2,7547,2,29460,34,5533,0.647,3655,61,0.42, class1
v2,8177,0,28669,60,1546,0.855,6443,18,0.89, class2
v3,7796,2,26103,44,1754,0.595,6992,16,0.39, class1
v3,8183,2,22616,51,5710,0.776,7018,63,0.4, class1
v2,7574,1,29527,35,3288,0.871,3876,57,0.9, class1
v3,7538,0,25979,71,5710,0.491,5733,50,0.78, class1
v2,8003,0,29634,30,1334,0.839,6630,17,0.51, class1
v1,7559,1,,55,4233,0.66,6877,26,0.42, class1
v2,7780,0,29542,26,5091,0.648,5302,60,0.59, class2
v3,8087,1,29125,27,1173,0.749,6378,63,0.41, class1
v3,7778,0,18251,72,5712,0.908,6031,48,0.83, class1
v3,7873,2,22433,34,1246,0.638,6352,32,0.45, class1
v1,7509,2,29393,28,5025,0.649,4756,57,0.89, class1
v2,7548,0,23747,50,5656,0.671,6082,57,0.43, class1
v1,7564,0,26368,53,5092,0.91,6887,18,0.77, class1
v2,7821,1,17645,42,1971,0.906,6778,32,0.89, class1
v1,8175,2,27009,34,5499,0.895,5752,16,0.6, class1
v3,7887,1,20866,72,3609,0.647,3718,31,0.74, class1
v1,8005,0,26280,38,1249,0.905,6458,58,0.74, class2
v2,7812,1,29471,61,5497,0.688,5827,28,0.53, class1
v2,7586,0,28120,71,1606,0.478,4162,12,0.89, class1
v3,8048,1,29542,46,1394,0.909,4187,18,0.47, class1
v3,7687,1,29693,71,5065,0.649,6525,57,0.57, class2
v1,7761,1,,33,4597,0.853,5013,57,0.59, class1
v3,7994,1,28452,33,5060,0.67,4897,12,0.41, class1
v1,7795,2,29683,53,5549,0.86,4536,13,0.46, class1
v1,7655,0,29423,50,1538,0.912,6958,28,0.74, class2
v1,7718,0,26572,67,5589,0.871,6830,27,0.7, class1
v3,7580,0,27171,42,5096,0.864,6011,59,0.88, class2
v3,7926,0,27519,38,1557,0.661,6400,25,0.65, class1
v1,7963,2,25862,38,5547,0.641,6194,57,0.6, class2
v2,7905,1,21627,36,1298,0.641,3340,27,0.64, class1
v1,8082,1,26597,49,1229,0.627,6146,62,0.56, class2
v2,7837,2,27482,65,3068,0.781,3880,14,0.62, class2
v3,7743,2,23523,36,5284,0.683,6851,25,0.81, class1
v1,7660,0,26178,67,5363,0.842,6761,56,0.73, class1
v1,7832,0,28050,34,1478,0.872,5720,27,0.73, class1
v2,7947,2,29739,36,5680,0.876,5832,28,0.69, class1
v3,7951,0,26909,53,5652,0.905,6995,57,0.67, class1
v1,8171,0,29208,63,3851,0.842,6151,34,0.9, class1
v1,8172,1,27551,69,1348,0.683,6145,57,0.68, class1
v2,7882,1,27846,39,2790,0.887,7145,13,0.81, class1
v2,7629,1,25972,36,4987,0.646,6925,27,0.46, class2
v3,7532,0,29644,40,1675,0.642,5313,64,0.78, class2
v3,7712,1,,58,5529,0.448,3740,25,0.43, class1
v2,7642,1,29744,53,5041,0.846,4112,13,0.53, class2
v2,7564,2,27030,47,5263,0.892,5602,62,0.84, class2
v3,7949,2,29454,45,1730,0.851,5540,21,0.89, class1
v1,8119,1,28141,40,5573,0.88,5849,29,0.69, class2
v3,8112,1,28498,63,3329,0.675,3178,56,0.43, class1
v2,7522,1,23228,39,5251,0.639,3882,49,0.62, class2
v2,7634,0,29745,52,5472,0.907,4883,33,0.59, class1
v2,8087,0,29675,29,1205,0.455,7264,62,0.59, class1
v2,7685,0,29656,45,5222,0.473,4877,55,0.46, class1
v3,7819,1,29687,40,5038,0.578,7224,61,0.86, class1
v1,8143,2,25808,51,2290,0.418,6932,33,0.69, class1
v1,7832,0,26666,27,5345,0.907,4865,63,0.48, class2
v3,7806,0,29377,37,,0.642,4127,22,0.65, class1
v3,7825,1,21511,46,4948,0.529,3856,36,0.86, class2
v2,7808,0,,51,5645,0.628,5822,31,0.66, class1
v1,7574,2,24613,71,5715,0.902,5578,56,0.39, class1
v2,7581,1,18187,72,5440,0.55,5974,32,0.75, class1
v2,7523,2,19079,35,5172,0.911,5460,17,0.85, class1
v2,7947,0,29377,54,5539,0.812,3806,50,0.75, class2
v3,8147,1,29489,36,1513,0.645,5895,15,0.58, class2
v1,7790,1,28707,71,2034,0.552,5888,21,0.65, class2
v3,7516,2,25672,58,1313,0.914,6057,57,0.52, class1
v2,7856,1,29622,26,5445,0.673,5218,26,0.74, class1
v3,8047,0,29427,35,5391,0.487,6357,16,0.89, class1
v3,7924,1,17021,45,1444,0.684,5504,24,0.62, class2
v1,7893,0,25895,35,3573,0.826,7079,56,0.41, class2
v3,7761,2,29475,54,1939,0.664,5974,19,0.89, class1
v2,7740,0,28492,45,5151,0.912,5821,23,0.39, class1
v1,8185,2,25910,57,1602,0.874,5066,57,0.88, class2
v3,7745,2,23470,35,1446,0.516,5859,24,0.89, class1
v1,7616,1,27626,56,1528,0.646,4574,65,0.62, class1
v1,7835,1,26818,34,5502,0.899,6436,40,0.81, class1
v3,7585,0,24405,38,5461,0.867,5287,22,0.66, class2
v1,8134,0,27934,54,4478,0.867,5540,22,0.42, class1
v2,7813,2,29251,37,1342,0.908,7192,37,0.64, class1
v2,8173,2,28513,35,1274,0.62,4771,14,0.65, class1
v2,7794,0,24146,72,4004,0.78,6375,34,0.88, class1
v1,8157,2,29604,71,5147,0.439,6834,32,0.9, class2
v3,7541,2,28814,54,5676,0.786,3777,36,0.48, class2
v2,7947,1,28540,34,5431,0.765,3939,50,0.88, class1
v1,7829,0,,54,3842,0.673,6962,40,0.61, class2
v1,8164,0,23257,32,1452,0.65,7239,20,0.83, class1
v3,8145,1,23649,36,1374,0.907,6335,23,0.85, class1
v3,7534,2,29477,28,1259,0.867,7252,42,0.78, class2
v1,8138,2,29450,52,5250,0.8,6888,12,0.62, class1
v3,7637,0,24663,49,5648,0.857,5975,56,0.47, class2
v3,7976,2,19701,71,5614,0.873,4202,30,0.62, class1
v3,7859,2,28672,68,1239,0.397,7253,28,0.9, class1
v1,7595,2,28874,53,5113,0.685,6555,61,0.61, class1
v3,7989,1,20844,28,5165,0.657,5069,21,0.88, class2
v3,7643,2,29359,66,5536,0.639,4235,20,0.41, class1
v3,,0,26940,57,5496,0.912,4395,26,0.45, class1
v3,8190,0,19459,72,3139,0.466,6594,60,0.62, class1
v1,7758,0,28046,34,1300,0.909,3478,32,0.89, class1
v1,7884,0,,72,1364,0.659,6224,30,0.43, class2
v1,8191,2,29330,36,2541,0.862,6635,56,0.56, class1
v1,7593,1,28930,69,2219,0.911,4357,57,0.42, class2
v2,7545,0,22669,49,5609,0.842,3784,18,0.52, class2
v3,8163,2,29749,36,3613,0.68,6978,63,0.43, class2
v2,7550,2,18892,56,5345,0.91,6774,26,0.64, class1
v3,8135,1,26406,33,5019,0.647,5771,34,0.89, class1
v2,7656,2,29414,34,5347,0.667,5088,20,0.64, class1
v2,8163,2,26611,27,1283,0.792,5040,39,0.73, class1
v2,7949,1,26782,59,5081,0.565,3302,14,0.54, class1
v1,8167,2,19269,48,5697,0.874,6210,58,0.56, class2
v1,7520,2,27055,35,5131,0.845,5567,45,0.63, class1
v2,8053,1,29697,29,5500,0.909,4723,63,0.4, class1
v2,7876,0,24615,61,3018,0.878,6947,37,0.9, class1
v3,7779,0,29466,29,3286,0.907,7297,30,0.85, class1
v1,7949,0,27137,29,5350,0.686,4611,44,0.45, class1
v1,7844,0,,49,4399,0.428,6723,56,0.45, class1
v1,,2,26775,55,5093,0.859,7077,59,0.44, class1
v3,8009,2,26123,53,3662,0.427,3476,56,0.56, class1
v2,8150,0,29602,72,3221,0.646,5704,39,0.66, class1
v1,7909,2,29370,72,4261,0.839,4605,42,0.84, class1
v3,7904,2,28654,34,5548,0.871,6554,26,0.7, class1
v3,7826,2,28520,62,5468,0.697,6808,12,0.79, class1
v2,8190,1,19830,40,3537,0.423,4652,63,0.58, class1
v3,7671,1,29596,52,4141,0.818,7269,57,0.39, class1
v1,7549,2,26149,72,5553,0.868,4304,35,0.66, class2
v3,7768,1,29518,48,1883,0.799,4111,30,0.89, class1
v1,8010,0,26466,52,3882,0.62,4072,15,0.49, class1
v1,7761,1,28135,39,4145,0.905,3803,16,0.63, class1
v2,7947,2,29639,31,5528,0.657,7014,12,0.79, class2
v2,7882,2,28006,68,1497,0.866,7201,40,0.78, class1
v2,7754,0,29090,26,5038,0.879,5618,22,0.4, class1
v2,7823,1,28167,35,1229,0.911,6590,59,0.64, class1
v3,7762,1,17237,71,5456,0.795,6354,31,0.75, class1
v2,7695,2,29668,71,5488,0.768,5563,14,0.83, class2
v3,8177,1,28673,41,5102,0.494,4639,65,0.74, class1
v2,7561,2,29704,28,5249,0.656,5909,21,0.83, class1
v3,7956,0,19023,72,5111,0.673,6923,29,0.9, class2
v1,7853,2,25351,37,5269,0.668,5580,56,0.65, class1
v1,8020,2,27877,35,5164,0.478,4888,27,0.9, class1
v3,7887,0,,36,5612,0.905,4448,14,0.64, class1
v1,7949,0,28205,71,5711,0.556,6569,44,0.48, class2
v1,7806,0,27326,35,5439,0.717,4180,25,0.64, class1
v1,7581,2,27020,72,1975,0.846,6111,48,0.61, class1
v1,8167,1,28573,35,3927,0.878,5662,14,0.62, class1
v3,,0,29502,45,4629,0.869,6344,49,0.9, class1
v3,8162,0,27700,35,1232,0.638,4880,30,0.41, class2
v3,8184,0,26061,34,5698,0.856,6145,55,0.66, class1
v2,8157,2,,72,4964,0.872,6798,51,0.62, class2
v2,7734,2,23361,72,3431,0.462,6917,56,0.61, class1
v3,7729,1,29669,72,5014,0.873,3373,17,0.44, class2
v2,7527,0,22620,32,5394,0.512,4789,57,0.65, class1
v2,7745,1,20458,56,1551,0.838,5930,19,0.64, class1
v3,7951,0,27515,32,1484,0.872,5881,17,0.52, class2
v3,7581,0,26947,35,4964,0.688,5196,19,0.89, class1
v2,7850,0,26981,72,1534,0.685,4135,54,0.64, class1
v1,8140,2,26077,72,5275,0.675,5105,27,0.55, class2
v2,8034,0,25756,42,4079,0.555,5658,51,0.9, class1
v2,7927,2,27179,72,4951,0.65,7334,60,0.56, class1
v3,7739,0,23542,36,1480,0.905,6652,36,0.59, class1
v1,8163,0,26263,26,1219,0.838,5099,37,0.4, class1
v3,8146,2,29089,30,4984,0.761,6938,22,0.63, class2
v1,7741,1,17485,35,5570,0.913,5863,63,0.89, class2
v3,7796,0,29466,64,5071,0.643,5225,32,0.41, class2
v1,7571,1,27153,55,5190,0.481,6399,30,0.65, class2
v2,7914,1,29618,50,5242,0.647,3346,18,0.69, class1
v1,8090,0,19330,34,2329,0.656,3818,41,0.89, class2
v1,7748,1,27753,71,3573,0.778,3195,22,0.85, class1
v3,7773,2,29071,49,1183,0.863,6864,55,0.69, class2
v1,7617,0,22283,30,1813,0.641,6766,13,0.56, class1
v1,7568,1,22347,47,5684,0.893,3178,23,0.46, class1
v2,7518,0,24165,65,1577,0.671,4339,30,0.56, class1
v1,7951,2,28245,46,5458,0.755,6102,32,0.58, class1
v1,7886,1,28846,40,4523,0.908,5156,14,0.63, class2
v3,7932,2,24862,43,5027,0.905,6768,24,0.9, class2
v1,8144,2,17968,44,5291,0.412,5586,27,0.89, class1
v2,7556,0,29414,72,1306,0.87,6534,42,0.75, class1
v1,7563,1,25107,28,1241,0.483,6001,33,0.84, class1
v3,7740,0,27365,58,4847,0.858,6447,28,0.49, class1
v2,7803,1,,72,2280,0.845,5323,13,0.42, class2
v3,7901,1,26801,38,5277,0.913,4442,22,0.65, class2
v3,,2,25429,53,5294,0.66,7019,33,0.4, class1
v3,7814,0,22012,71,4914,0.7,6950,14,0.81, class2
v1,7759,1,28677,35,1456,0.753,3834,31,0.44, class2
v3,8029,0,19598,33,5528,0.571,3205,21,0.62, class1
v1,7899,1,28895,36,5494,0.679,5859,38,0.43, class1
v2,7778,1,27130,37,5443,0.884,3596,38,0.57, class1
v2,7947,1,26828,69,5537,0.496,7317,27,0.75, class2
v1,7607,0,27117,72,5022,0.89,3529,56,0.39, class1
v1,8117,2,18216,40,3269,0.882,6728,34,0.61, class1
v1,7951,1,27910,72,4375,0.904,4624,38,0.43, class1
v3,8141,0,20567,44,5481,0.868,7121,57,0.62, class1
v3,7664,1,19305,65,5597,0.846,6641,21,0.58, class1
v1,7671,0,20177,41,2947,0.666,4343,13,0.88, class2
v1,7518,1,29738,71,1441,0.648,6618,64,0.42, class1
v2,7951,1,25780,46,3384,0.638,6129,42,0.76, class2
v3,7768,2,28993,71,1642,0.776,5406,56,0.58, class2
v1,8015,1,25542,37,1286,0.857,6921,33,0.39, class1
v3,7842,2,21349,60,4595,0.897,6620,30,0.63, class1
v2,7951,1,27880,64,5712,0.801,6784,57,0.8, class1
v2,8158,0,29496,71,1345,0.762,3317,56,0.81, class1
v3,7712,2,19054,40,4157,0.896,5520,39,0.8, class1
v1,7947,0,29500,30,5141,0.882,6666,30,0.39, class1
v2,7874,0,20760,32,5700,0.666,3575,47,0.66, class2
v3,7692,0,21625,49,3438,0.691,4930,57,0.67, class1
v3,8117,2,26463,59,5565,0.635,5019,39,0.64, class1
v2,7974,2,27135,37,1506,0.862,6898,56,0.62, class1
v2,7747,1,29532,48,5624,0.545,6112,56,0.73, class2
v1,7799,0,29621,72,5512,0.649,5443,40,0.44, class1
v1,7567,1,25647,39,1510,0.66,5204,28,0.84, class1
v1,7809,0,29432,72,5676,0.813,4932,19,0.89, class2
v3,7949,0,25194,34,5662,0.697,6877,32,0.71, class1
v3,7920,0,28372,69,5671,0.854,4986,26,0.74, class2
v1,7592,1,17181,51,2379,0.656,5996,57,0.58, class1
v2,7949,1,25785,55,1207,0.641,5208,43,0.44, class1
v3,7996,0,18711,44,1175,0.7,3370,28,0.88, class1
v3,7949,1,,72,4004,0.778,4591,18,0.9, class1
v1,7981,0,29626,44,3770,0.844,5850,45,0.44, class1
v1,7995,0,,35,4871,0.407,7160,33,0.43, class1
v1,7747,0,29426,55,2841,0.847,6584,57,0.42, class1
v1,7773,1,29664,34,2370,0.648,5316,40,0.41, class1
v1,7766,2,28277,41,5516,0.902,6704,47,0.89, class2
v3,7750,1,18414,50,2374,0.898,5269,60,0.89, class2
v2,7684,0,24367,35,5433,0.797,6741,17,0.64, class1
v3,7566,0,26016,72,5551,0.868,6998,28,0.71, class1
v1,7811,0,25107,54,3064,0.614,3178,54,0.89, class2
v1,8041,1,29518,40,5671,0.892,4958,15,0.76, class2
v2,7510,2,28015,36,4512,0.656,6198,49,0.39, class1
v1,7549,2,27277,39,5636,0.91,6676,34,0.67, class2
v1,7948,0,20510,37,1498,0.87,4712,30,0.68, class1
v2,7852,0,29712,43,5542,0.453,6714,31,0.9, class2
v2,7783,1,20585,47,5280,0.638,7005,35,0.42, class1
v1,7594,0,29747,58,5194,0.875,6915,30,0.87, class1
v2,8179,1,29569,71,5168,0.552,5766,12,0.44, class1
,8017,1,25437,40,2227,0.909,6195,30,0.79, class2
v3,8148,1,29522,55,1255,0.462,4540,29,0.87, class1
v2,7673,0,29570,52,5548,0.896,7247,39,0.64, class1
v3,8153,1,22599,72,1191,0.441,4742,26,0.9, class1
v1,7756,2,,35,1546,0.671,3459,34,0.43, class2
v1,8017,1,28197,71,,0.809,3769,39,0.75, class1
v1,7747,2,29467,52,4026,0.891,7199,13,0.57, class2
v3,8050,1,29551,55,5613,0.878,5256,39,0.43, class2
v2,7939,2,29638,52,5167,0.645,6409,24,0.52, class2
v2,7794,0,28187,53,1525,0.608,5892,20,0.89, class2
v1,7832,1,20146,56,5033,0.858,7260,36,0.62, class2
v1,8038,1,,52,1483,0.841,6924,21,0.58, class1
v2,7774,0,25684,36,5681,0.855,4118,17,0.65, class1
v1,7741,1,23303,51,5520,0.811,5181,57,0.45, class1
v3,7817,0,27815,71,1200,0.861,6666,32,0.79, class1
v1,7576,0,26594,44,5328,0.686,5910,18,0.61, class2
v3,7575,1,18739,44,4184,0.914,5211,56,0.46, class1
v1,7909,2,22478,53,5690,0.697,6759,14,0.54, class1
v1,7782,1,28309,34,5504,0.91,4154,36,0.88, class1
v2,8082,0,29465,62,3547,0.669,4076,19,0.6, class1
v1,7904,0,28429,30,5542,0.865,5333,29,0.49, class1
v1,8192,1,29589,32,2983,0.839,6733,14,0.5, class2
v3,7845,0,25325,61,1455,0.489,6135,22,0.4, class2
v3,7926,0,29202,60,5636,0.868,5371,63,0.6, class1
v2,7784,1,29583,45,5642,0.857,6671,57,0.66, class1
v2,8140,2,29596,37,2399,0.568,3179,46,0.55, class1
v1,7722,2,29494,50,1327,0.71,4197,41,0.9, class2
v1,7949,2,24266,58,4948,0.86,5198,15,0.84, class2
v1,7765,0,27644,44,1514,0.408,7018,18,0.78, class1
v1,7656,2,20337,34,3739,0.589,6172,21,0.62, class2
v2,7901,1,23454,37,2692,0.677,7048,14,0.59, class2
v3,7948,0,,36,1418,0.91,4613,14,0.47, class1
v2,7633,1,,58,5102,0.657,3816,37,0.43, class1
v2,8145,1,19268,72,2200,0.544,6370,37,0.44, class1
v1,7730,1,29405,48,2602,0.874,6201,39,0.43, class1
v1,8184,0,28420,47,1464,0.699,5494,30,0.72, class1
v3,7520,2,29600,62,2018,0.698,4536,29,0.65, class1
v1,7925,0,29542,69,5592,0.844,6692,37,0.79, class2
v1,7818,2,18246,28,5441,0.713,3609,19,0.69, class2
v3,7766,0,21829,32,5562,0.644,5787,16,0.48, class1
v3,7923,0,28758,32,5049,0.761,4162,13,0.89, class2
v2,7743,1,24689,67,2854,0.646,3230,55,0.65, class1
v3,7850,2,29563,72,1192,0.526,6828,39,0.4, class1
v1,7990,1,27930,34,5519,0.665,6833,26,0.75, class2
v2,7515,2,28270,71,1536,0.692,6404,63,0.44, class1
v3,7528,1,29580,53,5496,0.757,6825,20,0.63, class1
v3,8159,2,22654,64,5286,0.859,7133,14,0.9, class1
v3,7887,0,28937,65,5600,0.412,3334,37,0.62, class2
